time_utc,proxy,gauge,gauge_shifted
2025-11-30 06:00:00+00:00,,,201.89911620096
2025-11-30 06:15:00+00:00,,,201.89911620096
2025-11-30 06:30:00+00:00,,,201.89911620096
2025-11-30 06:45:00+00:00,,,201.89911620096
2025-11-30 07:00:00+00:00,,,201.33277926912
2025-11-30 07:15:00+00:00,,,201.33277926912
2025-11-30 07:30:00+00:00,,,201.33277926912
2025-11-30 07:45:00+00:00,,,200.48327387136
2025-11-30 08:00:00+00:00,,,200.48327387136
2025-11-30 08:15:00+00:00,,,199.91693693952
2025-11-30 08:30:00+00:00,,,200.48327387136
2025-11-30 08:45:00+00:00,,,199.91693693952
2025-11-30 09:00:00+00:00,,,199.91693693952
2025-11-30 09:15:00+00:00,,,199.06743154176002
2025-11-30 09:30:00+00:00,,,199.06743154176002
2025-11-30 09:45:00+00:00,,,198.50109460992002
2025-11-30 10:00:00+00:00,,,198.50109460992002
2025-11-30 10:15:00+00:00,,,198.50109460992002
2025-11-30 10:30:00+00:00,,,198.50109460992002
2025-11-30 10:45:00+00:00,,,197.65158921216002
2025-11-30 11:00:00+00:00,,,197.65158921216002
2025-11-30 11:15:00+00:00,,,197.08525228032
2025-11-30 11:30:00+00:00,,,197.08525228032
2025-11-30 11:45:00+00:00,,,197.08525228032
2025-11-30 12:00:00+00:00,,,196.23574688256
2025-11-30 12:15:00+00:00,,,196.23574688256
2025-11-30 12:30:00+00:00,,,196.23574688256
2025-11-30 12:45:00+00:00,,,195.66940995072
2025-11-30 13:00:00+00:00,,,195.66940995072
2025-11-30 13:15:00+00:00,,,195.66940995072
2025-11-30 13:30:00+00:00,,,195.10307301888
2025-11-30 13:45:00+00:00,,,195.10307301888
2025-11-30 14:00:00+00:00,,,195.10307301888
2025-11-30 14:15:00+00:00,,,195.10307301888
2025-11-30 14:30:00+00:00,,,194.25356762112
2025-11-30 14:45:00+00:00,,,194.25356762112
2025-11-30 15:00:00+00:00,,,194.25356762112
2025-11-30 15:15:00+00:00,,,193.68723068928
2025-11-30 15:30:00+00:00,,,193.68723068928
2025-11-30 15:45:00+00:00,,,193.68723068928
2025-11-30 16:00:00+00:00,,,192.83772529152
2025-11-30 16:15:00+00:00,,,192.83772529152
2025-11-30 16:30:00+00:00,,,192.83772529152
2025-11-30 16:45:00+00:00,,,192.27138835968
2025-11-30 17:00:00+00:00,,,192.27138835968
2025-11-30 17:15:00+00:00,,,192.27138835968
2025-11-30 17:30:00+00:00,,,191.42188296192
2025-11-30 17:45:00+00:00,,,191.42188296192
2025-11-30 18:00:00+00:00,,,191.42188296192
2025-11-30 18:15:00+00:00,,,190.85554603008
2025-11-30 18:30:00+00:00,,,190.85554603008
2025-11-30 18:45:00+00:00,,,190.85554603008
2025-11-30 19:00:00+00:00,,,190.85554603008
2025-11-30 19:15:00+00:00,,,190.28920909824
2025-11-30 19:30:00+00:00,,,190.28920909824
2025-11-30 19:45:00+00:00,,,190.28920909824
2025-11-30 20:00:00+00:00,,,190.28920909824
2025-11-30 20:15:00+00:00,,,189.43970370048
2025-11-30 20:30:00+00:00,,,188.87336676864
2025-11-30 20:45:00+00:00,,,188.87336676864
2025-11-30 21:00:00+00:00,,,189.43970370048
2025-11-30 21:15:00+00:00,,,188.87336676864
2025-11-30 21:30:00+00:00,,,188.87336676864
2025-11-30 21:45:00+00:00,,,188.87336676864
2025-11-30 22:00:00+00:00,,,188.02386137088
2025-11-30 22:15:00+00:00,,,188.02386137088
2025-11-30 22:30:00+00:00,,,188.02386137088
2025-11-30 22:45:00+00:00,,,187.45752443904001
2025-11-30 23:00:00+00:00,,,187.45752443904001
2025-11-30 23:15:00+00:00,,,187.45752443904001
2025-11-30 23:30:00+00:00,,,187.45752443904001
2025-11-30 23:45:00+00:00,,,186.89118750720002
2025-12-01 00:00:00+00:00,2.6199087281322956e-18,201.89911620096,186.89118750720002
2025-12-01 00:05:00+00:00,7.614978419143309e-18,,
2025-12-01 00:10:00+00:00,1.5891948653004108e-17,,
